country_iso3,country_name,movement_id,subtype,episode_role,clean_comparator_eligible,confidence,source_status,review_status,year,subtype_treated_any,subtype_clean_comparator,subtype_conditional_comparator
CHN,China,deng_xiaoping_reforms_1978; china_hu_era_2002_2012; china_wto_accession_2001,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2005,0.0,0.0,0.0
CHN,China,deng_xiaoping_reforms_1978; china_hu_era_2002_2012; china_wto_accession_2001,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2006,0.0,0.0,0.0
CHN,China,deng_xiaoping_reforms_1978; china_hu_era_2002_2012; china_wto_accession_2001,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2007,0.0,0.0,0.0
CHN,China,deng_xiaoping_reforms_1978; china_hu_era_2002_2012; china_wto_accession_2001,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2008,0.0,0.0,0.0
CHN,China,deng_xiaoping_reforms_1978; china_hu_era_2002_2012; china_wto_accession_2001,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2010,0.0,0.0,0.0
CHN,China,deng_xiaoping_reforms_1978; china_hu_era_2002_2012; china_wto_accession_2001,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2011,0.0,0.0,0.0
CHN,China,china_xi_era_2012_present,mixed,excluded,no,high,current_positive_inventory_fallback,needs_resource_channel_review,2022,0.0,0.0,0.0
CHN,China,china_xi_era_2012_present,mixed,excluded,no,high,current_positive_inventory_fallback,needs_resource_channel_review,2023,0.0,0.0,0.0
CHN,China,china_xi_era_2012_present,mixed,excluded,no,high,current_positive_inventory_fallback,needs_resource_channel_review,2024,0.0,0.0,0.0
CHN,China,china_xi_era_2012_present,mixed,excluded,no,high,current_positive_inventory_fallback,needs_resource_channel_review,2025,0.0,0.0,0.0
CHN,China,china_xi_era_2012_present,mixed,excluded,no,high,current_positive_inventory_fallback,needs_resource_channel_review,2026,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1970,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1971,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1972,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1973,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1974,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1975,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1976,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1977,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1978,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1979,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1980,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1981,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1982,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1983,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1984,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1985,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1986,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1987,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1988,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1989,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1990,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1991,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1992,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1993,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1994,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1995,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1996,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1997,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1998,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,1999,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2000,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2001,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2002,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2003,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2004,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2005,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2006,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2007,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2008,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2009,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2010,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2011,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2012,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2013,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2014,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2015,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2016,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2017,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2018,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2019,0.0,0.0,0.0
CMR,Cameroon,no_confirmed_movement_id,uncoded,uncoded,no,medium,residual_zero_uncoded,uncoded_holdout,2020,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1965,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1966,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1967,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1968,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1969,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1970,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1971,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1972,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1973,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1974,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1975,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1976,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1977,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1978,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1979,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1980,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1981,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1982,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1983,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1984,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1985,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1986,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1987,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1988,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1989,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1990,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1991,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1992,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1993,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1994,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1995,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1996,0.0,0.0,0.0
COD,Zaire/DRC,zaire_mobutu_mpr_1965_1997,mixed,excluded,no,high,current_positive_inventory,mixed_holdout,1997,0.0,0.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2002,0.0,1.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2003,0.0,1.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2004,0.0,1.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2005,0.0,1.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2006,0.0,1.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2007,0.0,1.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2008,0.0,1.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2009,0.0,1.0,0.0
COL,Colombia,colombia_uribe_security_market_reforms_2002_2010; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2010,0.0,1.0,0.0
COL,Colombia,colombia_santos_i_2010_2014; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2011,0.0,1.0,0.0
COL,Colombia,colombia_santos_i_2010_2014; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2012,0.0,1.0,0.0
COL,Colombia,colombia_santos_i_2010_2014; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2013,0.0,1.0,0.0
COL,Colombia,colombia_santos_i_2010_2014; case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2014,0.0,1.0,0.0
COL,Colombia,case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2015,0.0,1.0,0.0
COL,Colombia,case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2016,0.0,1.0,0.0
COL,Colombia,case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2017,0.0,1.0,0.0
COL,Colombia,case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2018,0.0,1.0,0.0
COL,Colombia,case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2019,0.0,1.0,0.0
COL,Colombia,case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2020,0.0,1.0,0.0
COL,Colombia,case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2021,0.0,1.0,0.0
COL,Colombia,case_map_candidate:colombia_uribe_santos_duque_market_continuity_2002_2022,market_open_resource_peer,comparator,yes,medium_high,case_map_candidate,clean_comparator_candidate,2022,0.0,1.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1991,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1992,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1993,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1994,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1995,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1996,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1997,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1998,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,1999,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2000,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2001,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2002,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2003,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2004,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_meles_late_era_2005_2012; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2005,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_meles_late_era_2005_2012; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2006,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_meles_late_era_2005_2012; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2007,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_meles_late_era_2005_2012; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2008,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_meles_late_era_2005_2012; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2009,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_meles_late_era_2005_2012; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2010,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_meles_late_era_2005_2012; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2011,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_hailemariam_eprdf_2012_2018; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2012,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_hailemariam_eprdf_2012_2018; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2013,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_hailemariam_eprdf_2012_2018; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2014,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_hailemariam_eprdf_2012_2018; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2015,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_hailemariam_eprdf_2012_2018; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2016,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_hailemariam_eprdf_2012_2018; ethiopia_eprdf_developmental_state_1991_2018,mixed,excluded,no,high,wdi_threshold_positive,wdi_false_positive_holdout,2017,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2018,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2019,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2020,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2021,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2022,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2023,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2024,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2025,0.0,0.0,0.0
ETH,Ethiopia,ethiopia_abiy_prosperity_2018_present,mixed,excluded,no,high,current_positive_inventory_fallback,mixed_holdout,2026,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1970,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1971,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1972,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1973,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1974,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1975,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1976,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1977,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1978,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1979,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1980,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1981,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1982,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1983,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1984,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1985,0.0,0.0,0.0
GAB,Gabon,no_confirmed_movement_id,uncoded,uncoded,no,medium_high,residual_zero_uncoded,uncoded_holdout,1986,0.0,0.0,0.0
